date_of_calculation,code_of_stock,name_of_stock,name_of_short_seller,address_of_short_seller,name_of_discretionary_investment_contractor,address_of_discretionary_investment_contractor,name_of_investment_fund,ratio_of_short_positions_to_shares_outstanding,number_of_short_positions_in_shares,number_of_short_positions_in_trading_units,date_of_calculation_in_previous_reporting,ratio_of_short_positions_in_previous_reporting,notes
2024-07-09,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.011000000000000001,1877311,18773.0,2024-07-08,0.0109,
2024-07-09,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.019299999999999998,3372900,33729.0,2024-07-04,0.018600000000000002,
2024-07-08,3350,Metaplanet Inc.,モルガン・スタンレーMUFG証券株式会社,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,,,,0.0109,1868211,18682.0,2024-06-24,0.0118,
2024-07-04,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.018600000000000002,3248000,32480.0,2024-07-03,0.0195,
2024-07-03,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.0195,3400700,34007.0,2024-06-28,0.0204,
2024-07-03,3350,Metaplanet Inc.,XTX Markets Pte Ltd,"50, Collyer Quay, #06-05 OUE Bayfront, Singapore 049321",,,,0.0043,764100,7641.0,2024-06-28,0.0052,
2024-06-28,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.0204,3560700,35607.0,2024-06-27,0.0182,
2024-06-28,3350,Metaplanet Inc.,XTX Markets Pte Ltd,"50, Collyer Quay, #06-05 OUE Bayfront, Singapore 049321",,,,0.0052,921800,9218.0,2024-06-27,0.0043,
2024-06-27,3350,Metaplanet Inc.,Nomura International plc,"1 Angel Lane, London, EC4R 3AB, United Kingdom",,,,0.0182,3176500,31765.0,2024-06-26,0.021,
2024-06-27,3350,Metaplanet Inc.,XTX Markets Pte Ltd,"50, Collyer Quay, #06-05 OUE Bayfront, Singapore 049321",,,,0.0043,763700,7637.0,2024-06-26,0.0052,
